image_path,mask_path,label,class_name,rel,mask_area
data/ground_truth_seperate/images/scr_0041.png/Scr_0041__inst001.jpg,data/ground_truth_seperate/masks/scr_0041.png/Scr_0041__inst001.png,1,scr,scr_0041.png/Scr_0041__inst001.png,1177
data/ground_truth_seperate/images/scr_0336.png/Scr_0336__inst002.jpg,data/ground_truth_seperate/masks/scr_0336.png/Scr_0336__inst002.png,1,scr,scr_0336.png/Scr_0336__inst002.png,1536
data/ground_truth_seperate/images/scr_0016.png/Scr_0016__inst001.jpg,data/ground_truth_seperate/masks/scr_0016.png/Scr_0016__inst001.png,1,scr,scr_0016.png/Scr_0016__inst001.png,1730
data/ground_truth_seperate/images/oil_0208.png/Oil_0208__inst000.jpg,data/ground_truth_seperate/masks/oil_0208.png/Oil_0208__inst000.png,0,oil,oil_0208.png/Oil_0208__inst000.png,16109
data/ground_truth_seperate/images/sta_0027.png/Sta_0027__inst001.jpg,data/ground_truth_seperate/masks/sta_0027.png/Sta_0027__inst001.png,2,sta,sta_0027.png/Sta_0027__inst001.png,443
data/ground_truth_seperate/images/sta_0241.png/Sta_0241__inst001.jpg,data/ground_truth_seperate/masks/sta_0241.png/Sta_0241__inst001.png,2,sta,sta_0241.png/Sta_0241__inst001.png,171
data/ground_truth_seperate/images/sta_0003.png/Sta_0003__inst002.jpg,data/ground_truth_seperate/masks/sta_0003.png/Sta_0003__inst002.png,2,sta,sta_0003.png/Sta_0003__inst002.png,351
data/ground_truth_seperate/images/sta_0231.png/Sta_0231__inst000.jpg,data/ground_truth_seperate/masks/sta_0231.png/Sta_0231__inst000.png,2,sta,sta_0231.png/Sta_0231__inst000.png,450
data/ground_truth_seperate/images/sta_0085.png/Sta_0085__inst002.jpg,data/ground_truth_seperate/masks/sta_0085.png/Sta_0085__inst002.png,2,sta,sta_0085.png/Sta_0085__inst002.png,730
data/ground_truth_seperate/images/oil_0088.png/Oil_0088__inst000.jpg,data/ground_truth_seperate/masks/oil_0088.png/Oil_0088__inst000.png,0,oil,oil_0088.png/Oil_0088__inst000.png,17786
data/ground_truth_seperate/images/scr_0351.png/Scr_0351__inst000.jpg,data/ground_truth_seperate/masks/scr_0351.png/Scr_0351__inst000.png,1,scr,scr_0351.png/Scr_0351__inst000.png,5699
data/ground_truth_seperate/images/sta_0036.png/Sta_0036__inst000.jpg,data/ground_truth_seperate/masks/sta_0036.png/Sta_0036__inst000.png,2,sta,sta_0036.png/Sta_0036__inst000.png,553
data/ground_truth_seperate/images/oil_0302.png/Oil_0302__inst000.jpg,data/ground_truth_seperate/masks/oil_0302.png/Oil_0302__inst000.png,0,oil,oil_0302.png/Oil_0302__inst000.png,30416
data/ground_truth_seperate/images/sta_0119.png/Sta_0119__inst001.jpg,data/ground_truth_seperate/masks/sta_0119.png/Sta_0119__inst001.png,2,sta,sta_0119.png/Sta_0119__inst001.png,480
data/ground_truth_seperate/images/scr_0198.png/Scr_0198__inst002.jpg,data/ground_truth_seperate/masks/scr_0198.png/Scr_0198__inst002.png,1,scr,scr_0198.png/Scr_0198__inst002.png,1497
data/ground_truth_seperate/images/oil_0303.png/Oil_0303__inst000.jpg,data/ground_truth_seperate/masks/oil_0303.png/Oil_0303__inst000.png,0,oil,oil_0303.png/Oil_0303__inst000.png,26503
data/ground_truth_seperate/images/scr_0352.png/Scr_0352__inst005.jpg,data/ground_truth_seperate/masks/scr_0352.png/Scr_0352__inst005.png,1,scr,scr_0352.png/Scr_0352__inst005.png,2603
data/ground_truth_seperate/images/scr_0394.png/Scr_0394__inst006.jpg,data/ground_truth_seperate/masks/scr_0394.png/Scr_0394__inst006.png,1,scr,scr_0394.png/Scr_0394__inst006.png,3347
data/ground_truth_seperate/images/sta_0363.png/Sta_0363__inst000.jpg,data/ground_truth_seperate/masks/sta_0363.png/Sta_0363__inst000.png,2,sta,sta_0363.png/Sta_0363__inst000.png,692
data/ground_truth_seperate/images/oil_0398.png/Oil_0398__inst000.jpg,data/ground_truth_seperate/masks/oil_0398.png/Oil_0398__inst000.png,0,oil,oil_0398.png/Oil_0398__inst000.png,90253
data/ground_truth_seperate/images/sta_0077.png/Sta_0077__inst003.jpg,data/ground_truth_seperate/masks/sta_0077.png/Sta_0077__inst003.png,2,sta,sta_0077.png/Sta_0077__inst003.png,307
data/ground_truth_seperate/images/oil_0393.png/Oil_0393__inst000.jpg,data/ground_truth_seperate/masks/oil_0393.png/Oil_0393__inst000.png,0,oil,oil_0393.png/Oil_0393__inst000.png,78857
data/ground_truth_seperate/images/sta_0238.png/Sta_0238__inst000.jpg,data/ground_truth_seperate/masks/sta_0238.png/Sta_0238__inst000.png,2,sta,sta_0238.png/Sta_0238__inst000.png,179
data/ground_truth_seperate/images/oil_0227.png/Oil_0227__inst001.jpg,data/ground_truth_seperate/masks/oil_0227.png/Oil_0227__inst001.png,0,oil,oil_0227.png/Oil_0227__inst001.png,11101
data/ground_truth_seperate/images/scr_0273.png/Scr_0273__inst001.jpg,data/ground_truth_seperate/masks/scr_0273.png/Scr_0273__inst001.png,1,scr,scr_0273.png/Scr_0273__inst001.png,1588
data/ground_truth_seperate/images/scr_0384.png/Scr_0384__inst002.jpg,data/ground_truth_seperate/masks/scr_0384.png/Scr_0384__inst002.png,1,scr,scr_0384.png/Scr_0384__inst002.png,3211
data/ground_truth_seperate/images/oil_0326.png/Oil_0326__inst000.jpg,data/ground_truth_seperate/masks/oil_0326.png/Oil_0326__inst000.png,0,oil,oil_0326.png/Oil_0326__inst000.png,16781
data/ground_truth_seperate/images/oil_0085.png/Oil_0085__inst000.jpg,data/ground_truth_seperate/masks/oil_0085.png/Oil_0085__inst000.png,0,oil,oil_0085.png/Oil_0085__inst000.png,17902
data/ground_truth_seperate/images/sta_0279.png/Sta_0279__inst001.jpg,data/ground_truth_seperate/masks/sta_0279.png/Sta_0279__inst001.png,2,sta,sta_0279.png/Sta_0279__inst001.png,406
data/ground_truth_seperate/images/sta_0392.png/Sta_0392__inst001.jpg,data/ground_truth_seperate/masks/sta_0392.png/Sta_0392__inst001.png,2,sta,sta_0392.png/Sta_0392__inst001.png,451
data/ground_truth_seperate/images/scr_0351.png/Scr_0351__inst003.jpg,data/ground_truth_seperate/masks/scr_0351.png/Scr_0351__inst003.png,1,scr,scr_0351.png/Scr_0351__inst003.png,4411
data/ground_truth_seperate/images/scr_0258.png/Scr_0258__inst000.jpg,data/ground_truth_seperate/masks/scr_0258.png/Scr_0258__inst000.png,1,scr,scr_0258.png/Scr_0258__inst000.png,1566
data/ground_truth_seperate/images/oil_0089.png/Oil_0089__inst000.jpg,data/ground_truth_seperate/masks/oil_0089.png/Oil_0089__inst000.png,0,oil,oil_0089.png/Oil_0089__inst000.png,18173
data/ground_truth_seperate/images/scr_0089.png/Scr_0089__inst000.jpg,data/ground_truth_seperate/masks/scr_0089.png/Scr_0089__inst000.png,1,scr,scr_0089.png/Scr_0089__inst000.png,2098
data/ground_truth_seperate/images/oil_0392.png/Oil_0392__inst000.jpg,data/ground_truth_seperate/masks/oil_0392.png/Oil_0392__inst000.png,0,oil,oil_0392.png/Oil_0392__inst000.png,77785
data/ground_truth_seperate/images/scr_0380.png/Scr_0380__inst001.jpg,data/ground_truth_seperate/masks/scr_0380.png/Scr_0380__inst001.png,1,scr,scr_0380.png/Scr_0380__inst001.png,3699
data/ground_truth_seperate/images/oil_0327.png/Oil_0327__inst002.jpg,data/ground_truth_seperate/masks/oil_0327.png/Oil_0327__inst002.png,0,oil,oil_0327.png/Oil_0327__inst002.png,19836
data/ground_truth_seperate/images/oil_0295.png/Oil_0295__inst001.jpg,data/ground_truth_seperate/masks/oil_0295.png/Oil_0295__inst001.png,0,oil,oil_0295.png/Oil_0295__inst001.png,7685
data/ground_truth_seperate/images/scr_0248.png/Scr_0248__inst003.jpg,data/ground_truth_seperate/masks/scr_0248.png/Scr_0248__inst003.png,1,scr,scr_0248.png/Scr_0248__inst003.png,604
data/ground_truth_seperate/images/scr_0127.png/Scr_0127__inst002.jpg,data/ground_truth_seperate/masks/scr_0127.png/Scr_0127__inst002.png,1,scr,scr_0127.png/Scr_0127__inst002.png,1435
data/ground_truth_seperate/images/scr_0038.png/Scr_0038__inst003.jpg,data/ground_truth_seperate/masks/scr_0038.png/Scr_0038__inst003.png,1,scr,scr_0038.png/Scr_0038__inst003.png,1546
data/ground_truth_seperate/images/sta_0319.png/Sta_0319__inst002.jpg,data/ground_truth_seperate/masks/sta_0319.png/Sta_0319__inst002.png,2,sta,sta_0319.png/Sta_0319__inst002.png,499
data/ground_truth_seperate/images/scr_0262.png/Scr_0262__inst003.jpg,data/ground_truth_seperate/masks/scr_0262.png/Scr_0262__inst003.png,1,scr,scr_0262.png/Scr_0262__inst003.png,3172
data/ground_truth_seperate/images/sta_0232.png/Sta_0232__inst003.jpg,data/ground_truth_seperate/masks/sta_0232.png/Sta_0232__inst003.png,2,sta,sta_0232.png/Sta_0232__inst003.png,269
data/ground_truth_seperate/images/oil_0339.png/Oil_0339__inst000.jpg,data/ground_truth_seperate/masks/oil_0339.png/Oil_0339__inst000.png,0,oil,oil_0339.png/Oil_0339__inst000.png,25992
data/ground_truth_seperate/images/oil_0278.png/Oil_0278__inst001.jpg,data/ground_truth_seperate/masks/oil_0278.png/Oil_0278__inst001.png,0,oil,oil_0278.png/Oil_0278__inst001.png,4584
data/ground_truth_seperate/images/scr_0175.png/Scr_0175__inst000.jpg,data/ground_truth_seperate/masks/scr_0175.png/Scr_0175__inst000.png,1,scr,scr_0175.png/Scr_0175__inst000.png,804
data/ground_truth_seperate/images/sta_0345.png/Sta_0345__inst001.jpg,data/ground_truth_seperate/masks/sta_0345.png/Sta_0345__inst001.png,2,sta,sta_0345.png/Sta_0345__inst001.png,290
data/ground_truth_seperate/images/scr_0162.png/Scr_0162__inst000.jpg,data/ground_truth_seperate/masks/scr_0162.png/Scr_0162__inst000.png,1,scr,scr_0162.png/Scr_0162__inst000.png,4029
data/ground_truth_seperate/images/sta_0222.png/Sta_0222__inst003.jpg,data/ground_truth_seperate/masks/sta_0222.png/Sta_0222__inst003.png,2,sta,sta_0222.png/Sta_0222__inst003.png,405
data/ground_truth_seperate/images/scr_0125.png/Scr_0125__inst002.jpg,data/ground_truth_seperate/masks/scr_0125.png/Scr_0125__inst002.png,1,scr,scr_0125.png/Scr_0125__inst002.png,351
data/ground_truth_seperate/images/scr_0101.png/Scr_0101__inst000.jpg,data/ground_truth_seperate/masks/scr_0101.png/Scr_0101__inst000.png,1,scr,scr_0101.png/Scr_0101__inst000.png,1146
data/ground_truth_seperate/images/sta_0076.png/Sta_0076__inst000.jpg,data/ground_truth_seperate/masks/sta_0076.png/Sta_0076__inst000.png,2,sta,sta_0076.png/Sta_0076__inst000.png,320
data/ground_truth_seperate/images/scr_0370.png/Scr_0370__inst003.jpg,data/ground_truth_seperate/masks/scr_0370.png/Scr_0370__inst003.png,1,scr,scr_0370.png/Scr_0370__inst003.png,2624
data/ground_truth_seperate/images/oil_0390.png/Oil_0390__inst000.jpg,data/ground_truth_seperate/masks/oil_0390.png/Oil_0390__inst000.png,0,oil,oil_0390.png/Oil_0390__inst000.png,5457
data/ground_truth_seperate/images/sta_0175.png/Sta_0175__inst001.jpg,data/ground_truth_seperate/masks/sta_0175.png/Sta_0175__inst001.png,2,sta,sta_0175.png/Sta_0175__inst001.png,521
data/ground_truth_seperate/images/scr_0211.png/Scr_0211__inst000.jpg,data/ground_truth_seperate/masks/scr_0211.png/Scr_0211__inst000.png,1,scr,scr_0211.png/Scr_0211__inst000.png,2444
data/ground_truth_seperate/images/scr_0233.png/Scr_0233__inst004.jpg,data/ground_truth_seperate/masks/scr_0233.png/Scr_0233__inst004.png,1,scr,scr_0233.png/Scr_0233__inst004.png,2034
data/ground_truth_seperate/images/sta_0068.png/Sta_0068__inst003.jpg,data/ground_truth_seperate/masks/sta_0068.png/Sta_0068__inst003.png,2,sta,sta_0068.png/Sta_0068__inst003.png,584
data/ground_truth_seperate/images/scr_0225.png/Scr_0225__inst004.jpg,data/ground_truth_seperate/masks/scr_0225.png/Scr_0225__inst004.png,1,scr,scr_0225.png/Scr_0225__inst004.png,3321
data/ground_truth_seperate/images/scr_0168.png/Scr_0168__inst002.jpg,data/ground_truth_seperate/masks/scr_0168.png/Scr_0168__inst002.png,1,scr,scr_0168.png/Scr_0168__inst002.png,2434
data/ground_truth_seperate/images/scr_0386.png/Scr_0386__inst001.jpg,data/ground_truth_seperate/masks/scr_0386.png/Scr_0386__inst001.png,1,scr,scr_0386.png/Scr_0386__inst001.png,3865
data/ground_truth_seperate/images/sta_0139.png/Sta_0139__inst001.jpg,data/ground_truth_seperate/masks/sta_0139.png/Sta_0139__inst001.png,2,sta,sta_0139.png/Sta_0139__inst001.png,417
data/ground_truth_seperate/images/oil_0277.png/Oil_0277__inst001.jpg,data/ground_truth_seperate/masks/oil_0277.png/Oil_0277__inst001.png,0,oil,oil_0277.png/Oil_0277__inst001.png,4706
data/ground_truth_seperate/images/scr_0153.png/Scr_0153__inst000.jpg,data/ground_truth_seperate/masks/scr_0153.png/Scr_0153__inst000.png,1,scr,scr_0153.png/Scr_0153__inst000.png,3206
data/ground_truth_seperate/images/oil_0072.png/Oil_0072__inst000.jpg,data/ground_truth_seperate/masks/oil_0072.png/Oil_0072__inst000.png,0,oil,oil_0072.png/Oil_0072__inst000.png,26966
data/ground_truth_seperate/images/scr_0375.png/Scr_0375__inst000.jpg,data/ground_truth_seperate/masks/scr_0375.png/Scr_0375__inst000.png,1,scr,scr_0375.png/Scr_0375__inst000.png,2789
data/ground_truth_seperate/images/sta_0189.png/Sta_0189__inst000.jpg,data/ground_truth_seperate/masks/sta_0189.png/Sta_0189__inst000.png,2,sta,sta_0189.png/Sta_0189__inst000.png,679
data/ground_truth_seperate/images/sta_0291.png/Sta_0291__inst002.jpg,data/ground_truth_seperate/masks/sta_0291.png/Sta_0291__inst002.png,2,sta,sta_0291.png/Sta_0291__inst002.png,411
data/ground_truth_seperate/images/sta_0386.png/Sta_0386__inst001.jpg,data/ground_truth_seperate/masks/sta_0386.png/Sta_0386__inst001.png,2,sta,sta_0386.png/Sta_0386__inst001.png,613
data/ground_truth_seperate/images/oil_0143.png/Oil_0143__inst000.jpg,data/ground_truth_seperate/masks/oil_0143.png/Oil_0143__inst000.png,0,oil,oil_0143.png/Oil_0143__inst000.png,11025
data/ground_truth_seperate/images/scr_0051.png/Scr_0051__inst000.jpg,data/ground_truth_seperate/masks/scr_0051.png/Scr_0051__inst000.png,1,scr,scr_0051.png/Scr_0051__inst000.png,2193
data/ground_truth_seperate/images/scr_0379.png/Scr_0379__inst000.jpg,data/ground_truth_seperate/masks/scr_0379.png/Scr_0379__inst000.png,1,scr,scr_0379.png/Scr_0379__inst000.png,1774
data/ground_truth_seperate/images/sta_0042.png/Sta_0042__inst002.jpg,data/ground_truth_seperate/masks/sta_0042.png/Sta_0042__inst002.png,2,sta,sta_0042.png/Sta_0042__inst002.png,401
data/ground_truth_seperate/images/scr_0244.png/Scr_0244__inst004.jpg,data/ground_truth_seperate/masks/scr_0244.png/Scr_0244__inst004.png,1,scr,scr_0244.png/Scr_0244__inst004.png,2583
data/ground_truth_seperate/images/oil_0286.png/Oil_0286__inst001.jpg,data/ground_truth_seperate/masks/oil_0286.png/Oil_0286__inst001.png,0,oil,oil_0286.png/Oil_0286__inst001.png,2509
data/ground_truth_seperate/images/sta_0217.png/Sta_0217__inst003.jpg,data/ground_truth_seperate/masks/sta_0217.png/Sta_0217__inst003.png,2,sta,sta_0217.png/Sta_0217__inst003.png,350
data/ground_truth_seperate/images/scr_0263.png/Scr_0263__inst006.jpg,data/ground_truth_seperate/masks/scr_0263.png/Scr_0263__inst006.png,1,scr,scr_0263.png/Scr_0263__inst006.png,3138
data/ground_truth_seperate/images/oil_0261.png/Oil_0261__inst000.jpg,data/ground_truth_seperate/masks/oil_0261.png/Oil_0261__inst000.png,0,oil,oil_0261.png/Oil_0261__inst000.png,17269
data/ground_truth_seperate/images/sta_0400.png/Sta_0400__inst004.jpg,data/ground_truth_seperate/masks/sta_0400.png/Sta_0400__inst004.png,2,sta,sta_0400.png/Sta_0400__inst004.png,479
data/ground_truth_seperate/images/sta_0278.png/Sta_0278__inst000.jpg,data/ground_truth_seperate/masks/sta_0278.png/Sta_0278__inst000.png,2,sta,sta_0278.png/Sta_0278__inst000.png,310
data/ground_truth_seperate/images/oil_0298.png/Oil_0298__inst001.jpg,data/ground_truth_seperate/masks/oil_0298.png/Oil_0298__inst001.png,0,oil,oil_0298.png/Oil_0298__inst001.png,7798
data/ground_truth_seperate/images/scr_0382.png/Scr_0382__inst002.jpg,data/ground_truth_seperate/masks/scr_0382.png/Scr_0382__inst002.png,1,scr,scr_0382.png/Scr_0382__inst002.png,3239
data/ground_truth_seperate/images/scr_0125.png/Scr_0125__inst001.jpg,data/ground_truth_seperate/masks/scr_0125.png/Scr_0125__inst001.png,1,scr,scr_0125.png/Scr_0125__inst001.png,2456
data/ground_truth_seperate/images/oil_0097.png/Oil_0097__inst000.jpg,data/ground_truth_seperate/masks/oil_0097.png/Oil_0097__inst000.png,0,oil,oil_0097.png/Oil_0097__inst000.png,18385
data/ground_truth_seperate/images/sta_0095.png/Sta_0095__inst001.jpg,data/ground_truth_seperate/masks/sta_0095.png/Sta_0095__inst001.png,2,sta,sta_0095.png/Sta_0095__inst001.png,523
data/ground_truth_seperate/images/oil_0165.png/Oil_0165__inst000.jpg,data/ground_truth_seperate/masks/oil_0165.png/Oil_0165__inst000.png,0,oil,oil_0165.png/Oil_0165__inst000.png,48104
data/ground_truth_seperate/images/sta_0300.png/Sta_0300__inst003.jpg,data/ground_truth_seperate/masks/sta_0300.png/Sta_0300__inst003.png,2,sta,sta_0300.png/Sta_0300__inst003.png,451
data/ground_truth_seperate/images/sta_0266.png/Sta_0266__inst000.jpg,data/ground_truth_seperate/masks/sta_0266.png/Sta_0266__inst000.png,2,sta,sta_0266.png/Sta_0266__inst000.png,334
data/ground_truth_seperate/images/sta_0291.png/Sta_0291__inst004.jpg,data/ground_truth_seperate/masks/sta_0291.png/Sta_0291__inst004.png,2,sta,sta_0291.png/Sta_0291__inst004.png,445
data/ground_truth_seperate/images/scr_0255.png/Scr_0255__inst000.jpg,data/ground_truth_seperate/masks/scr_0255.png/Scr_0255__inst000.png,1,scr,scr_0255.png/Scr_0255__inst000.png,1378
data/ground_truth_seperate/images/oil_0231.png/Oil_0231__inst000.jpg,data/ground_truth_seperate/masks/oil_0231.png/Oil_0231__inst000.png,0,oil,oil_0231.png/Oil_0231__inst000.png,16498
data/ground_truth_seperate/images/scr_0041.png/Scr_0041__inst002.jpg,data/ground_truth_seperate/masks/scr_0041.png/Scr_0041__inst002.png,1,scr,scr_0041.png/Scr_0041__inst002.png,1844
data/ground_truth_seperate/images/scr_0388.png/Scr_0388__inst004.jpg,data/ground_truth_seperate/masks/scr_0388.png/Scr_0388__inst004.png,1,scr,scr_0388.png/Scr_0388__inst004.png,3910
data/ground_truth_seperate/images/scr_0233.png/Scr_0233__inst003.jpg,data/ground_truth_seperate/masks/scr_0233.png/Scr_0233__inst003.png,1,scr,scr_0233.png/Scr_0233__inst003.png,482
data/ground_truth_seperate/images/sta_0129.png/Sta_0129__inst001.jpg,data/ground_truth_seperate/masks/sta_0129.png/Sta_0129__inst001.png,2,sta,sta_0129.png/Sta_0129__inst001.png,588
data/ground_truth_seperate/images/scr_0173.png/Scr_0173__inst000.jpg,data/ground_truth_seperate/masks/scr_0173.png/Scr_0173__inst000.png,1,scr,scr_0173.png/Scr_0173__inst000.png,265
data/ground_truth_seperate/images/scr_0270.png/Scr_0270__inst000.jpg,data/ground_truth_seperate/masks/scr_0270.png/Scr_0270__inst000.png,1,scr,scr_0270.png/Scr_0270__inst000.png,2470
data/ground_truth_seperate/images/oil_0310.png/Oil_0310__inst000.jpg,data/ground_truth_seperate/masks/oil_0310.png/Oil_0310__inst000.png,0,oil,oil_0310.png/Oil_0310__inst000.png,14258
data/ground_truth_seperate/images/scr_0255.png/Scr_0255__inst005.jpg,data/ground_truth_seperate/masks/scr_0255.png/Scr_0255__inst005.png,1,scr,scr_0255.png/Scr_0255__inst005.png,3128
data/ground_truth_seperate/images/scr_0278.png/Scr_0278__inst002.jpg,data/ground_truth_seperate/masks/scr_0278.png/Scr_0278__inst002.png,1,scr,scr_0278.png/Scr_0278__inst002.png,725
data/ground_truth_seperate/images/sta_0325.png/Sta_0325__inst001.jpg,data/ground_truth_seperate/masks/sta_0325.png/Sta_0325__inst001.png,2,sta,sta_0325.png/Sta_0325__inst001.png,477
data/ground_truth_seperate/images/scr_0241.png/Scr_0241__inst002.jpg,data/ground_truth_seperate/masks/scr_0241.png/Scr_0241__inst002.png,1,scr,scr_0241.png/Scr_0241__inst002.png,1979
data/ground_truth_seperate/images/sta_0092.png/Sta_0092__inst000.jpg,data/ground_truth_seperate/masks/sta_0092.png/Sta_0092__inst000.png,2,sta,sta_0092.png/Sta_0092__inst000.png,597
data/ground_truth_seperate/images/oil_0005.png/Oil_0005__inst000.jpg,data/ground_truth_seperate/masks/oil_0005.png/Oil_0005__inst000.png,0,oil,oil_0005.png/Oil_0005__inst000.png,77371
data/ground_truth_seperate/images/scr_0364.png/Scr_0364__inst000.jpg,data/ground_truth_seperate/masks/scr_0364.png/Scr_0364__inst000.png,1,scr,scr_0364.png/Scr_0364__inst000.png,2619
data/ground_truth_seperate/images/sta_0078.png/Sta_0078__inst002.jpg,data/ground_truth_seperate/masks/sta_0078.png/Sta_0078__inst002.png,2,sta,sta_0078.png/Sta_0078__inst002.png,361
data/ground_truth_seperate/images/scr_0142.png/Scr_0142__inst003.jpg,data/ground_truth_seperate/masks/scr_0142.png/Scr_0142__inst003.png,1,scr,scr_0142.png/Scr_0142__inst003.png,2462
data/ground_truth_seperate/images/sta_0081.png/Sta_0081__inst001.jpg,data/ground_truth_seperate/masks/sta_0081.png/Sta_0081__inst001.png,2,sta,sta_0081.png/Sta_0081__inst001.png,488
data/ground_truth_seperate/images/scr_0096.png/Scr_0096__inst003.jpg,data/ground_truth_seperate/masks/scr_0096.png/Scr_0096__inst003.png,1,scr,scr_0096.png/Scr_0096__inst003.png,2268
data/ground_truth_seperate/images/scr_0394.png/Scr_0394__inst005.jpg,data/ground_truth_seperate/masks/scr_0394.png/Scr_0394__inst005.png,1,scr,scr_0394.png/Scr_0394__inst005.png,3690
data/ground_truth_seperate/images/oil_0372.png/Oil_0372__inst000.jpg,data/ground_truth_seperate/masks/oil_0372.png/Oil_0372__inst000.png,0,oil,oil_0372.png/Oil_0372__inst000.png,42969
data/ground_truth_seperate/images/sta_0295.png/Sta_0295__inst001.jpg,data/ground_truth_seperate/masks/sta_0295.png/Sta_0295__inst001.png,2,sta,sta_0295.png/Sta_0295__inst001.png,764
data/ground_truth_seperate/images/sta_0057.png/Sta_0057__inst004.jpg,data/ground_truth_seperate/masks/sta_0057.png/Sta_0057__inst004.png,2,sta,sta_0057.png/Sta_0057__inst004.png,196
data/ground_truth_seperate/images/sta_0232.png/Sta_0232__inst004.jpg,data/ground_truth_seperate/masks/sta_0232.png/Sta_0232__inst004.png,2,sta,sta_0232.png/Sta_0232__inst004.png,277
data/ground_truth_seperate/images/scr_0397.png/Scr_0397__inst002.jpg,data/ground_truth_seperate/masks/scr_0397.png/Scr_0397__inst002.png,1,scr,scr_0397.png/Scr_0397__inst002.png,3814
data/ground_truth_seperate/images/oil_0146.png/Oil_0146__inst000.jpg,data/ground_truth_seperate/masks/oil_0146.png/Oil_0146__inst000.png,0,oil,oil_0146.png/Oil_0146__inst000.png,19114
data/ground_truth_seperate/images/sta_0327.png/Sta_0327__inst000.jpg,data/ground_truth_seperate/masks/sta_0327.png/Sta_0327__inst000.png,2,sta,sta_0327.png/Sta_0327__inst000.png,364
data/ground_truth_seperate/images/scr_0359.png/Scr_0359__inst002.jpg,data/ground_truth_seperate/masks/scr_0359.png/Scr_0359__inst002.png,1,scr,scr_0359.png/Scr_0359__inst002.png,1070
data/ground_truth_seperate/images/scr_0068.png/Scr_0068__inst005.jpg,data/ground_truth_seperate/masks/scr_0068.png/Scr_0068__inst005.png,1,scr,scr_0068.png/Scr_0068__inst005.png,1809
data/ground_truth_seperate/images/oil_0211.png/Oil_0211__inst000.jpg,data/ground_truth_seperate/masks/oil_0211.png/Oil_0211__inst000.png,0,oil,oil_0211.png/Oil_0211__inst000.png,16528
data/ground_truth_seperate/images/oil_0110.png/Oil_0110__inst000.jpg,data/ground_truth_seperate/masks/oil_0110.png/Oil_0110__inst000.png,0,oil,oil_0110.png/Oil_0110__inst000.png,6282
data/ground_truth_seperate/images/scr_0388.png/Scr_0388__inst001.jpg,data/ground_truth_seperate/masks/scr_0388.png/Scr_0388__inst001.png,1,scr,scr_0388.png/Scr_0388__inst001.png,3961
data/ground_truth_seperate/images/scr_0151.png/Scr_0151__inst001.jpg,data/ground_truth_seperate/masks/scr_0151.png/Scr_0151__inst001.png,1,scr,scr_0151.png/Scr_0151__inst001.png,2483
data/ground_truth_seperate/images/sta_0313.png/Sta_0313__inst000.jpg,data/ground_truth_seperate/masks/sta_0313.png/Sta_0313__inst000.png,2,sta,sta_0313.png/Sta_0313__inst000.png,570
data/ground_truth_seperate/images/scr_0046.png/Scr_0046__inst001.jpg,data/ground_truth_seperate/masks/scr_0046.png/Scr_0046__inst001.png,1,scr,scr_0046.png/Scr_0046__inst001.png,2008
data/ground_truth_seperate/images/scr_0222.png/Scr_0222__inst003.jpg,data/ground_truth_seperate/masks/scr_0222.png/Scr_0222__inst003.png,1,scr,scr_0222.png/Scr_0222__inst003.png,3409
data/ground_truth_seperate/images/scr_0220.png/Scr_0220__inst006.jpg,data/ground_truth_seperate/masks/scr_0220.png/Scr_0220__inst006.png,1,scr,scr_0220.png/Scr_0220__inst006.png,1220
data/ground_truth_seperate/images/oil_0268.png/Oil_0268__inst000.jpg,data/ground_truth_seperate/masks/oil_0268.png/Oil_0268__inst000.png,0,oil,oil_0268.png/Oil_0268__inst000.png,24733
data/ground_truth_seperate/images/sta_0209.png/Sta_0209__inst003.jpg,data/ground_truth_seperate/masks/sta_0209.png/Sta_0209__inst003.png,2,sta,sta_0209.png/Sta_0209__inst003.png,848
data/ground_truth_seperate/images/sta_0057.png/Sta_0057__inst000.jpg,data/ground_truth_seperate/masks/sta_0057.png/Sta_0057__inst000.png,2,sta,sta_0057.png/Sta_0057__inst000.png,132
data/ground_truth_seperate/images/sta_0289.png/Sta_0289__inst001.jpg,data/ground_truth_seperate/masks/sta_0289.png/Sta_0289__inst001.png,2,sta,sta_0289.png/Sta_0289__inst001.png,380
data/ground_truth_seperate/images/sta_0098.png/Sta_0098__inst002.jpg,data/ground_truth_seperate/masks/sta_0098.png/Sta_0098__inst002.png,2,sta,sta_0098.png/Sta_0098__inst002.png,58
data/ground_truth_seperate/images/sta_0052.png/Sta_0052__inst000.jpg,data/ground_truth_seperate/masks/sta_0052.png/Sta_0052__inst000.png,2,sta,sta_0052.png/Sta_0052__inst000.png,536
data/ground_truth_seperate/images/sta_0019.png/Sta_0019__inst000.jpg,data/ground_truth_seperate/masks/sta_0019.png/Sta_0019__inst000.png,2,sta,sta_0019.png/Sta_0019__inst000.png,326
data/ground_truth_seperate/images/sta_0020.png/Sta_0020__inst002.jpg,data/ground_truth_seperate/masks/sta_0020.png/Sta_0020__inst002.png,2,sta,sta_0020.png/Sta_0020__inst002.png,368
data/ground_truth_seperate/images/sta_0265.png/Sta_0265__inst000.jpg,data/ground_truth_seperate/masks/sta_0265.png/Sta_0265__inst000.png,2,sta,sta_0265.png/Sta_0265__inst000.png,256
